id,userid,text,datahora,modelo,sentimento,score,created_on
18095,4,"Excelente vinho, recomendo vivamente.",2023-09-22 12:36:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.916583,2025-06-11 16:28:37
18096,2,"Aroma frutado e agradável, final persistente.",2025-07-23 05:32:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.902747,2025-08-31 11:44:15
18097,4,"Aroma frutado e agradável, final persistente.",2024-09-02 00:46:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.844938,2024-12-16 23:41:08
18098,1,"Muito abaixo das expectativas, dececionante.",2023-08-21 12:18:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.179837,2025-09-03 19:26:35
18099,1,"Aroma frutado e agradável, final persistente.",2025-07-04 08:50:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.791788,2025-09-08 05:25:09
18100,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-05-10 04:00:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.919158,2025-06-13 22:52:56
18101,1,"Muito abaixo das expectativas, dececionante.",2025-09-01 03:18:41,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.251653,2025-09-22 03:06:25
18102,1,"Aroma frutado e agradável, final persistente.",2023-09-16 23:01:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.94886,2023-11-19 12:00:34
18103,4,"Taninos agressivos, difícil de apreciar.",2024-08-16 16:03:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.138151,2024-11-21 23:03:45
18104,1,"Vinho sem equilíbrio, acidez excessiva.",2025-08-12 05:49:41,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.287704,2025-09-14 14:47:54
18105,1,Notas de oxidação e sabor desequilibrado.,2023-01-04 15:56:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.099786,2024-04-04 21:12:46
18106,4,"Aroma frutado e agradável, final persistente.",2025-04-10 05:33:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.800419,2025-08-12 05:56:44
18107,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-09-29 15:19:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.805521,2025-10-04 22:07:50
18108,4,"Excelente vinho, recomendo vivamente.",2025-09-26 16:34:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.684003,2025-10-18 12:58:05
18109,4,Acidez equilibrada e notas florais elegantes.,2024-05-06 12:20:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.900195,2025-04-27 13:57:43
18110,4,"Aroma frutado e agradável, final persistente.",2025-01-28 03:18:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.662585,2025-10-29 15:59:38
18111,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-07-31 07:25:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.918229,2024-03-07 08:37:53
18112,4,Acidez equilibrada e notas florais elegantes.,2025-02-25 07:50:15,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.952842,2025-07-04 00:49:56
18113,1,"Excelente vinho, recomendo vivamente.",2025-08-29 16:00:51,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.955784,2025-10-21 16:24:34
18114,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-08-13 11:41:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.821127,2025-04-17 02:27:00
18115,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-12-16 00:00:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.994959,2024-02-09 00:53:18
18116,2,"Aroma frutado e agradável, final persistente.",2024-08-29 18:45:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.832563,2025-10-17 07:58:11
18117,1,"Excelente vinho, recomendo vivamente.",2023-05-31 17:49:13,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.93743,2024-06-24 03:46:54
18118,1,"Excelente vinho, recomendo vivamente.",2023-10-08 00:05:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.730144,2023-10-21 17:54:07
18119,3,"Muito abaixo das expectativas, dececionante.",2023-07-07 06:41:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.16178,2024-01-05 14:12:42
18120,1,Acidez equilibrada e notas florais elegantes.,2023-12-24 19:43:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.786378,2024-11-29 12:50:41
18121,2,"Aroma frutado e agradável, final persistente.",2023-08-22 23:40:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.684252,2025-04-04 13:45:51
18122,3,"Excelente vinho, recomendo vivamente.",2024-05-03 18:41:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.949045,2025-03-29 14:55:33
18123,2,"Excelente vinho, recomendo vivamente.",2023-04-29 17:27:35,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.964777,2023-10-07 21:08:02
18124,1,"Taninos agressivos, difícil de apreciar.",2023-02-05 09:32:10,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.323941,2024-09-30 08:50:36
18125,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-06-29 00:56:04,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.755817,2025-08-27 03:39:59
18126,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-10-07 03:54:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.722903,2025-10-29 18:49:08
18127,1,"Excelente vinho, recomendo vivamente.",2023-03-12 01:05:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.992958,2025-05-01 04:16:43
18128,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-03-12 15:13:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.722314,2025-08-07 18:20:13
18129,4,Acidez equilibrada e notas florais elegantes.,2023-10-03 15:31:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.951669,2024-08-13 21:55:57
18130,4,"Sabor correto, dentro do esperado.",2024-03-14 01:08:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.553994,2025-06-30 17:00:54
18131,4,"Cumpre o mínimo, sem se destacar.",2024-12-27 09:52:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.590596,2025-09-15 13:55:44
18132,2,"Excelente vinho, recomendo vivamente.",2024-07-08 15:04:49,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.787781,2024-11-06 14:07:49
18133,3,Notas de oxidação e sabor desequilibrado.,2024-09-23 16:52:55,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.338397,2024-10-12 13:37:29
18134,2,"Excelente vinho, recomendo vivamente.",2024-07-03 08:04:57,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.74658,2025-09-08 00:23:16
18135,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-10-18 13:26:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.983566,2025-02-16 11:47:06
18136,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-05-09 05:11:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.786198,2025-05-11 16:55:11
18137,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-01-08 19:19:24,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.845859,2024-08-13 04:14:20
18138,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-03-15 12:11:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.856322,2024-05-19 19:30:16
18139,2,Notas de oxidação e sabor desequilibrado.,2023-05-06 22:43:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.196541,2025-03-02 15:38:10
18140,4,"Vinho sem equilíbrio, acidez excessiva.",2024-11-15 15:21:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.162915,2025-05-29 19:52:32
18141,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-03-24 16:18:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.890402,2025-10-24 00:20:46
18142,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-05-06 03:12:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.809288,2025-09-28 21:11:01
18143,2,"Aroma frutado e agradável, final persistente.",2025-04-13 07:28:07,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.996765,2025-06-17 11:50:48
18144,1,"Avaliação neutra, qualidade média.",2025-01-06 17:03:41,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.54882,2025-03-07 13:21:19
18145,2,"Excelente vinho, recomendo vivamente.",2024-05-05 10:07:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.8593,2025-10-06 06:26:40
18146,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-05-25 14:05:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.901806,2025-07-24 07:13:46
18147,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-05-03 22:08:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.687535,2025-08-10 19:36:35
18148,4,"Taninos agressivos, difícil de apreciar.",2024-12-24 00:40:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.265274,2025-04-07 03:24:25
18149,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-08-17 12:32:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.686828,2025-03-10 04:48:44
18150,3,Acidez equilibrada e notas florais elegantes.,2023-10-29 09:23:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.927996,2025-09-01 11:26:00
18151,2,Aroma artificial e final amargo.,2025-02-03 14:46:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.163171,2025-08-30 08:28:13
18152,3,Acidez equilibrada e notas florais elegantes.,2024-06-28 07:03:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.856988,2025-10-10 18:40:58
18153,1,Acidez equilibrada e notas florais elegantes.,2024-08-11 14:29:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.971443,2024-11-19 06:46:08
18154,4,"Excelente vinho, recomendo vivamente.",2023-04-24 09:40:27,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.729722,2023-05-29 18:39:40
18155,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-05-19 18:28:31,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.941849,2025-04-12 22:38:48
18156,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-08-09 06:26:19,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.89891,2025-10-12 23:22:31
18157,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2025-07-10 05:33:10,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.929695,2025-09-08 10:19:58
18158,2,"Vinho comum, sem grandes surpresas.",2025-10-21 17:07:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.612292,2025-10-28 06:26:58
18159,2,"Vinho sem equilíbrio, acidez excessiva.",2024-06-26 18:53:56,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.253035,2024-12-19 13:18:58
18160,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-03-27 16:15:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.910484,2025-06-30 20:58:16
18161,2,"Taninos agressivos, difícil de apreciar.",2024-09-27 17:47:40,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.136145,2025-05-21 16:11:22
18162,2,Acidez equilibrada e notas florais elegantes.,2025-02-22 22:28:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.723539,2025-03-25 03:48:43
18163,2,"Muito abaixo das expectativas, dececionante.",2025-03-31 09:37:25,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.031389,2025-07-10 05:41:52
18164,4,Acidez equilibrada e notas florais elegantes.,2023-05-30 09:57:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.862101,2024-07-17 14:39:38
18165,2,"Muito abaixo das expectativas, dececionante.",2024-05-15 06:21:13,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.198258,2025-08-05 18:03:12
18166,2,"Aroma frutado e agradável, final persistente.",2024-05-31 11:32:03,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.746598,2025-04-08 16:45:53
18167,3,Acidez equilibrada e notas florais elegantes.,2024-09-14 11:05:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.823144,2025-01-31 15:51:12
18168,3,"Excelente vinho, recomendo vivamente.",2023-02-17 06:35:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.817296,2023-08-30 09:18:10
18169,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-02-13 11:53:47,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.763171,2024-06-23 19:43:04
18170,3,Acidez equilibrada e notas florais elegantes.,2025-06-21 03:38:23,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.804234,2025-08-03 06:16:35
18171,1,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-07-02 16:22:14,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.82389,2024-08-27 01:12:03
18172,2,Acidez equilibrada e notas florais elegantes.,2023-09-11 18:59:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.784636,2024-06-10 06:21:06
18173,2,"Muito abaixo das expectativas, dececionante.",2024-06-01 19:53:52,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.031001,2024-11-02 19:08:08
18174,4,"Muito abaixo das expectativas, dececionante.",2024-06-29 02:33:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.203876,2024-12-05 12:54:27
18175,1,"Aroma frutado e agradável, final persistente.",2023-05-08 21:15:43,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.961749,2024-02-22 18:49:52
18176,4,Acidez equilibrada e notas florais elegantes.,2023-06-23 22:50:18,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.839913,2025-10-14 17:06:46
18177,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2023-01-04 19:04:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.836528,2023-10-07 12:10:28
18178,3,"Vinho sem equilíbrio, acidez excessiva.",2025-03-13 17:05:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.099582,2025-06-01 03:51:18
18179,3,"Excelente vinho, recomendo vivamente.",2025-03-21 13:00:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.978934,2025-07-06 02:45:11
18180,4,"Sabor correto, dentro do esperado.",2024-12-29 06:49:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.553842,2025-05-18 17:55:34
18181,3,Acidez equilibrada e notas florais elegantes.,2025-07-27 08:47:45,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.794511,2025-09-09 05:54:17
18182,4,"Aroma frutado e agradável, final persistente.",2025-01-08 18:21:12,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.944788,2025-08-30 20:59:44
18183,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-05-11 22:31:05,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.939727,2025-09-18 19:11:36
18184,3,"Aroma frutado e agradável, final persistente.",2024-05-25 02:19:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.76481,2025-09-22 23:06:11
18185,2,"Aroma frutado e agradável, final persistente.",2024-04-28 00:43:53,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.865836,2024-09-16 03:42:08
18186,2,"Vinho sem equilíbrio, acidez excessiva.",2024-01-28 13:03:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.190718,2024-07-25 17:17:12
18187,2,"Aroma frutado e agradável, final persistente.",2025-07-23 22:50:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.759664,2025-10-05 23:59:29
18188,2,"Excelente vinho, recomendo vivamente.",2025-05-23 00:56:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.714972,2025-06-09 11:46:55
18189,1,"Aroma frutado e agradável, final persistente.",2024-06-03 02:08:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.716947,2025-06-28 05:17:58
18190,2,Aroma artificial e final amargo.,2024-01-09 17:29:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.295496,2024-10-01 13:57:30
18191,2,"Sabor correto, dentro do esperado.",2024-07-12 08:54:52,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.641326,2025-02-12 04:25:45
18192,1,"Excelente vinho, recomendo vivamente.",2025-06-29 17:20:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.745114,2025-07-13 14:10:52
18193,3,"Excelente vinho, recomendo vivamente.",2024-11-17 19:00:16,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.811424,2025-06-02 21:11:57
18194,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-02-17 12:54:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.849857,2025-10-08 22:32:54
18195,4,Acidez equilibrada e notas florais elegantes.,2024-10-07 05:07:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.816035,2025-09-24 21:23:40
18196,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-08-16 18:33:01,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.803262,2024-08-26 18:53:41
18197,4,Notas de oxidação e sabor desequilibrado.,2024-05-12 03:13:15,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.063454,2024-08-23 08:02:13
18198,3,"Vinho sem equilíbrio, acidez excessiva.",2024-01-13 03:21:56,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.082644,2024-02-15 10:11:12
18199,1,"Taninos agressivos, difícil de apreciar.",2023-05-28 09:23:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.000327,2024-05-30 18:10:50
18200,3,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-03-12 22:12:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.760704,2025-07-10 06:24:36
18201,4,"Excelente vinho, recomendo vivamente.",2025-04-14 17:35:11,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.921618,2025-08-20 08:55:53
18202,4,"Excelente vinho, recomendo vivamente.",2024-02-17 23:12:36,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.785552,2024-06-08 03:33:29
18203,1,"Aroma frutado e agradável, final persistente.",2025-09-14 16:53:31,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.743441,2025-09-28 08:21:34
18204,2,"Muito abaixo das expectativas, dececionante.",2023-01-13 13:32:00,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.119525,2024-11-02 08:07:46
18205,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-06-01 15:07:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.987565,2025-08-02 00:44:34
18206,4,Notas de oxidação e sabor desequilibrado.,2023-03-29 12:42:13,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.328288,2025-01-01 13:40:27
18207,3,Acidez equilibrada e notas florais elegantes.,2023-03-20 13:43:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.718201,2023-12-27 16:48:46
18208,4,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-02-01 11:02:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.673745,2024-10-03 01:43:51
18209,4,Aroma artificial e final amargo.,2025-06-05 23:53:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.255868,2025-09-04 23:35:44
18210,3,"Aroma frutado e agradável, final persistente.",2025-08-26 09:58:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.747338,2025-10-21 11:32:54
18211,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-08-03 09:59:42,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.835403,2025-05-24 02:22:33
18212,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-11-05 02:07:33,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.821363,2025-09-03 18:31:40
18213,1,"Taninos agressivos, difícil de apreciar.",2024-09-05 22:50:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.097574,2024-10-13 10:01:50
18214,1,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-09-21 02:15:26,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.991424,2024-11-27 02:53:19
18215,3,"Vinho sem equilíbrio, acidez excessiva.",2023-05-07 14:45:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.045403,2025-09-17 06:50:44
18216,2,Acidez equilibrada e notas florais elegantes.,2025-10-03 23:49:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.814513,2025-10-10 20:34:21
18217,3,"Excelente vinho, recomendo vivamente.",2023-10-31 17:38:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.793935,2024-05-04 14:42:09
18218,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-11-24 22:10:02,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.962272,2025-10-02 23:37:45
18219,2,Aroma artificial e final amargo.,2025-10-15 11:52:04,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.117162,2025-10-20 11:10:32
18220,2,Notas de oxidação e sabor desequilibrado.,2024-01-16 03:19:48,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.256921,2024-03-09 06:42:43
18221,3,"Cumpre o mínimo, sem se destacar.",2023-05-31 22:43:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.499404,2023-10-07 17:28:39
18222,4,"Taninos agressivos, difícil de apreciar.",2023-02-10 10:29:28,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.190143,2025-05-11 20:56:39
18223,2,Notas de oxidação e sabor desequilibrado.,2023-02-01 12:49:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.09045,2024-05-14 07:34:54
18224,3,"Aroma frutado e agradável, final persistente.",2023-02-20 11:09:39,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.760585,2025-04-13 15:48:49
18225,4,"Aroma frutado e agradável, final persistente.",2024-05-28 07:18:44,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.807073,2025-08-11 13:21:42
18226,4,"Vinho sem equilíbrio, acidez excessiva.",2025-10-01 15:58:08,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.162252,2025-10-10 15:38:56
18227,2,"Vinho sem equilíbrio, acidez excessiva.",2025-09-23 19:30:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.215217,2025-10-08 14:24:14
18228,4,"Avaliação neutra, qualidade média.",2024-12-13 03:12:56,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.474692,2025-08-26 00:26:23
18229,1,"Muito abaixo das expectativas, dececionante.",2023-02-22 23:04:34,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.046425,2024-02-23 19:54:11
18230,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2024-08-02 05:02:46,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.91553,2025-07-01 17:21:00
18231,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-10-12 06:34:58,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.719921,2025-10-13 06:10:25
18232,4,"Muito abaixo das expectativas, dececionante.",2025-03-13 21:02:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.123627,2025-09-21 13:36:18
18233,2,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-12-16 16:07:37,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.791567,2025-09-25 23:47:04
18234,4,Aroma artificial e final amargo.,2024-08-23 06:36:50,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.202177,2025-09-02 19:19:47
18235,4,"Aroma frutado e agradável, final persistente.",2025-01-10 17:35:30,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.908798,2025-04-02 17:28:52
18236,1,"Excelente vinho, recomendo vivamente.",2023-02-26 15:31:32,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.698757,2023-04-28 07:26:45
18237,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-10-30 19:55:20,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.78414,2025-07-12 15:02:16
18238,4,"Vinho harmonioso e bem trabalhado, surpreendente.",2023-07-16 23:17:43,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.701744,2024-04-27 01:10:08
18239,2,"Vinho harmonioso e bem trabalhado, surpreendente.",2025-10-13 15:44:17,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.899892,2025-10-18 06:01:26
18240,2,Aroma artificial e final amargo.,2023-05-05 23:40:06,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.005521,2023-06-10 17:33:38
18241,1,"Excelente vinho, recomendo vivamente.",2025-02-17 20:00:55,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.754536,2025-03-25 09:57:51
18242,3,"Excelente vinho, recomendo vivamente.",2024-11-02 05:00:22,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.943876,2025-07-08 10:55:32
18243,1,"Vinho comum, sem grandes surpresas.",2025-02-07 07:52:29,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.559257,2025-09-07 21:41:45
18244,1,"Vinho sem equilíbrio, acidez excessiva.",2023-10-11 21:32:21,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.196604,2025-05-04 09:01:42
18245,3,"Taninos suaves e boa estrutura, ótimo equilíbrio.",2024-04-13 18:25:59,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.921892,2024-06-01 22:53:49
18246,3,"Taninos agressivos, difícil de apreciar.",2023-04-15 05:44:09,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.139675,2025-02-05 02:33:21
